ticket,category,clean_ticket
I am facing an issue where The product I received is damaged What should I do?,Order Issue,
I need assistance because I received the wrong size Please look into this.,Order Issue,
Could you please help? When does my subscription expire? Please look into this.,Subscription,
I need help because Cancel my recent order Please help.,Cancellation,
Why is my payment pending? Can you check this?,Payment Issue,
I need help because The page keeps freezing Please look into this.,Technical Issue,
Could you please help? I cannot open the application What should I do?,Technical Issue,
Could you please help? How do I cancel a purchase? Can you resolve this?,Cancellation,
I need assistance because I want to downgrade my plan Can you resolve this?,Subscription,
Where is my refund? Can you resolve this?,Refund,
Could you please help? Can you cancel my order?,Cancellation,
I need assistance because The courier has not delivered my package Can you resolve this?,Delivery Issue,
Could you please help? How can I change my password? What should I do?,Account Issue,
My payment was deducted but the order was not placed Please help.,Payment Issue,
"Please help me, The application is not responding I need assistance.",Technical Issue,
Could you please help? The website is not working,Technical Issue,
I am having a problem because I cannot use the website What should I do?,Technical Issue,
Could you please help? I am having trouble accessing my account Can you check this?,Account Issue,
"Please help me, The wrong product was delivered Please help me with this issue.",Order Issue,
Can you help me? The courier has not delivered my package Can you check this?,Delivery Issue,
I need help because How can I change my password? Please help me with this issue.,Account Issue,
I need help because I want to cancel the purchase What should I do?,Cancellation,
I need help because My money has not been refunded Please look into this.,Refund,
The payment gateway is not working Can you resolve this?,Payment Issue,
I need assistance because My subscription was renewed automatically Please look into this.,Subscription,
I need help because My order contains a damaged item Can you resolve this?,Order Issue,
I need help because I received a damaged product Please look into this.,Order Issue,
"Please help me, My order has not arrived yet Please help.",Delivery Issue,
I am facing an issue where I changed my mind and want to cancel Please look into this.,Cancellation,
Can you help me? How can I manage my subscription? I need assistance.,Subscription,
